rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
2050,174614,Apotheca,1,4,30,30,0,2016,6.8851,6.00661,764,13,"Action Point Allowance System, Grid Movement, Partnerships, Variable Player Powers",1653,"Abstract Strategy, Bluffing, Deduction, Puzzle"
2051,42743,Opera,2,4,90,90,90,2009,6.64958,6.00659,947,12,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track, Trading, Variable Phase Order",1148,"Age of Reason, Economic, Music, Renaissance"
2052,25234,Catan Histories: Struggle for Rome,3,4,120,120,120,2006,6.46105,6.0064,1257,10,"Area Movement, Trading",2160,"Ancient, Civilization"
2053,39813,Qwirkle Cubes,2,4,45,45,45,2009,6.5879,6.00635,1007,6,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement",1790,"Abstract Strategy, Dice"
2054,2795,Car Wars,2,8,45,45,45,1981,6.34632,6.00606,1979,10,"Dice Rolling, Modular Board, Role Playing, Simulation, Variable Player Powers",4213,"Fighting, Racing, Science Fiction, Sports"
2055,9408,Dos Rios,2,4,70,70,70,2004,6.46003,6.00586,1289,12,"Action Point Allowance System, Modular Board",1866,"Economic, Territory Building"
2056,2582,Catch Phrase!,4,16,30,30,30,1994,6.33969,6.00581,2111,12,none,2750,Party Game
2057,155173,Subdivision,1,4,45,45,45,2014,6.56208,6.00581,1020,13,"Card Drafting, Dice Rolling, Route/Network Building, Tile Placement",2277,City Building
2058,216632,Tournament at Camelot,3,6,45,45,45,2017,7.37273,6.00578,474,14,"Trick-taking, Variable Player Powers",1002,Card Game
2059,30356,Heartland,2,5,60,45,60,2009,6.85625,6.00575,651,8,"Area Enclosure, Hand Management, Pattern Building, Tile Placement",789,"Animals, Farming, Territory Building"
2060,63170,1817,3,7,540,360,540,2010,8.62934,6.00557,214,16,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",224,"Economic, Trains, Transportation"
2061,136440,Canterbury,2,4,90,90,90,2013,7.01728,6.00552,570,10,"Area Control / Area Influence, Tile Placement",909,"City Building, Medieval"
2062,22278,12 Thieves,2,4,45,45,45,2006,6.44118,6.00545,1388,8,"Area Movement, Hand Management",1642,Arabian
2063,3553,Close Action,2,30,240,240,240,1997,7.82594,6.00471,338,12,"Action / Movement Programming, Simultaneous Action Selection",825,"Age of Reason, American Revolutionary War, Napoleonic, Nautical, Wargame"
2064,66085,Keltis: Das Orakel,2,4,30,30,30,2010,6.94487,6.00465,594,10,"Hand Management, Set Collection",811,"Card Game, Racing"
2065,626,War and Peace,2,6,240,240,240,1980,6.66811,6.00461,981,12,"Dice Rolling, Hex-and-Counter, Simulation",2288,"Napoleonic, Wargame"
2066,115293,Fortress America,2,4,150,150,150,2012,6.85897,6.00437,730,0,"Area Movement, Dice Rolling",2117,"Science Fiction, Wargame"
2067,21380,Conquest of the Fallen Lands,3,5,90,90,90,2005,6.8137,6.00365,734,10,"Area Enclosure, Modular Board",901,"Fantasy, Medieval"
2068,137397,Via Appia,2,4,45,45,45,2013,6.63788,6.00351,895,8,"Press Your Luck, Tile Placement",1413,"Action / Dexterity, Ancient"
2069,257,Kill Doctor Lucky,3,8,45,45,45,1996,6.16136,6.00346,5716,12,"Card Drafting, Hand Management, Point to Point Movement",8941,"Humor, Murder/Mystery"
2070,180020,Virus!,2,6,20,20,20,2015,6.77865,6.00344,974,8,"Card Drafting, Set Collection, Take That",1447,"Card Game, Medical"
2071,28025,Wicked Witches Way,2,6,30,30,30,2006,6.42912,6.00339,1391,8,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",1877,"Dice, Fantasy, Humor, Memory, Real-time"
2072,210290,Legendary: Buffy The Vampire Slayer,1,5,60,30,60,2017,7.79838,6.00337,352,14,"Card Drafting, Co-operative Play, Deck / Pool Building",1042,"Movies / TV / Radio theme, Science Fiction"
2073,147116,The Witcher Adventure Game,2,4,120,120,120,2014,6.47069,6.00334,1720,16,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",2683,"Adventure, Fantasy, Novel-based, Travel, Video Game Theme"
2074,131891,Lost Legends,3,5,70,70,70,2013,6.50224,6.00325,1138,10,Card Drafting,2461,"Fantasy, Fighting"
2075,68858,Tanto Cuore: Expanding the House,2,4,45,45,45,2010,7.61459,6.00323,394,12,"Card Drafting, Deck / Pool Building, Hand Management",1207,Card Game
2076,196496,Warfighter: The WWII Tactical Combat Card Game,1,6,90,30,90,2016,7.92137,6.00285,344,0,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Dice Rolling, Hand Management",1048,"Card Game, Wargame, World War II"
2077,21892,Augsburg 1520,2,5,75,25,75,2006,6.46817,6.00255,1186,12,Auction/Bidding,1852,"Economic, Medieval"
2078,34127,Ticket to Ride: The Card Game,2,4,30,30,30,2008,6.18118,6.00243,3616,8,"Hand Management, Memory, Set Collection",5485,"Card Game, Trains"
2079,227758,Kokoro: Avenue of the Kodama,1,8,30,30,0,2017,6.9702,6.00238,573,14,"Line Drawing, Route/Network Building",1538,"Animals, Transportation"
2080,233676,Noria,2,4,120,70,120,2017,6.74559,6.00228,808,12,Deck / Pool Building,1413,"Economic, Fantasy, Industry / Manufacturing"
2081,175549,Salem 1692,4,12,35,25,35,2015,6.97912,6.00201,651,12,"Hand Management, Voting",2180,"Bluffing, Card Game, Deduction, Print & Play"
2082,128063,Uchronia,2,5,60,45,60,2012,6.55378,6.00182,1025,14,"Card Drafting, Hand Management, Set Collection, Take That, Variable Phase Order",1758,"Ancient, Card Game, City Building, Prehistoric"
2083,130390,Ruhrschifffahrt 1769-1890,2,4,120,120,120,2012,7.32026,6.00169,417,12,"Pick-up and Deliver, Worker Placement",629,"Economic, Industry / Manufacturing, Nautical, Transportation"
2084,160968,Homeland: The Game,3,6,90,90,90,2015,6.73914,6.00127,752,14,"Co-operative Play, Memory, Secret Unit Deployment, Voting",1904,"Deduction, Movies / TV / Radio theme, Spies/Secret Agents"
2085,31133,Ice Flow,2,4,45,45,45,2008,6.43662,6.00088,1333,11,"Point to Point Movement, Tile Placement",1608,"Adventure, Animals, Puzzle, Racing, Travel"
2086,214,Café International,2,4,60,45,60,1989,6.2768,6.00071,2159,10,"Hand Management, Pattern Building, Tile Placement",2865,Abstract Strategy
2087,85769,Panzer (second edition),2,4,300,0,300,2012,7.87326,6.00066,328,0,Hex-and-Counter,1194,"Wargame, World War II"
2088,209324,The World of SMOG: Rise of Moloch,2,5,90,45,90,2018,8.34082,6.00008,340,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers",1349,"Adventure, Exploration, Horror, Miniatures, Science Fiction"
2089,68247,The Mines of Zavandor,2,4,90,45,90,2010,6.6122,5.99967,908,10,"Auction/Bidding, Trading",1744,Fantasy
2090,173047,Nevermore,3,6,60,45,60,2015,6.71869,5.99924,835,14,"Card Drafting, Hand Management, Set Collection, Take That",1519,"Animals, Card Game"
2091,338,Bargain Hunter,3,4,60,60,60,1998,6.79788,5.99914,685,10,Trick-taking,974,Card Game
2092,134520,Phantom Leader Deluxe,1,1,30,30,30,2013,8.05457,5.99897,306,12,none,865,"Aviation / Flight, Vietnam War, Wargame"
2093,53168,Triumvirate,2,2,15,15,15,2009,6.75174,5.99886,719,12,"Card Drafting, Trick-taking",979,"Ancient, Bluffing, Card Game, Deduction"
2094,40444,Livingstone,2,5,35,35,35,2009,6.44148,5.9983,1333,8,"Area Control / Area Influence, Dice Rolling",1738,"Adventure, Dice, Exploration"
2095,25071,Munchkin Cthulhu,3,6,90,90,90,2007,6.25154,5.9982,4289,10,"Dice Rolling, Trading, Variable Player Powers",9035,"Card Game, Fighting, Horror, Humor"
2096,155689,Dungeons & Dragons: Attack Wing,2,99,30,30,30,2014,7.35166,5.99799,482,14,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection",1456,"Aviation / Flight, Collectible Components, Fantasy, Miniatures"
2097,177079,Die Legenden von Andor: Chada & Thorn,2,2,45,45,45,2015,6.87612,5.99785,659,10,"Co-operative Play, Deck / Pool Building",1721,"Card Game, Fantasy"
2098,437,Master Labyrinth,2,4,30,20,30,1991,6.28752,5.99693,2080,10,Modular Board,3730,"Children's Game, Fantasy, Maze, Puzzle"
2099,156442,Asking for Trobils,2,7,90,60,90,2015,7.16787,5.99675,512,12,"Pick-up and Deliver, Worker Placement",889,Science Fiction
2100,171835,Posthuman,1,4,120,30,120,2015,6.65165,5.99664,1027,13,"Dice Rolling, Modular Board, Partnerships, Role Playing, Variable Player Powers",2579,"Adventure, Dice, Exploration, Fighting, Science Fiction"
2101,1430,Caesar: Epic Battle of Alesia,2,4,360,360,360,1976,7.08906,5.99656,551,12,"Dice Rolling, Hex-and-Counter",1236,"Ancient, Wargame"
2102,156266,Apex Theropod Deck-Building Game,1,6,290,45,290,2015,7.36095,5.99638,456,14,Deck / Pool Building,986,"Animals, Card Game, Prehistoric"
2103,52328,Malifaux,2,2,120,0,120,2009,7.5543,5.99603,386,0,"Hand Management, Variable Player Powers",730,"Collectible Components, Horror, Miniatures"
2104,31503,Slide 5,2,10,30,30,30,2007,6.54141,5.996,1017,8,Simultaneous Action Selection,1290,"Card Game, Number, Party Game"
2105,124847,1911 Amundsen vs Scott,2,2,20,20,20,2013,6.84057,5.99516,716,12,Card Drafting,1095,"Card Game, Exploration"
2106,95234,Cthulhu Gloom,2,5,60,60,60,2011,6.43523,5.99479,1470,13,"Hand Management, Storytelling, Take That",4016,"Card Game, Fantasy, Horror"
2107,25584,If Wishes Were Fishes!,2,5,45,45,45,2007,6.51009,5.99431,1094,10,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management",1288,Animals
2108,197065,Valley of the Kings: Last Rites,1,4,45,45,45,2016,7.56087,5.99347,349,14,"Deck / Pool Building, Hand Management, Set Collection",1177,"Ancient, Card Game, Mythology, Religious"
2109,1561,Clue Master Detective,3,10,60,60,60,1988,6.59808,5.9931,1061,8,"Memory, Paper-and-Pencil, Roll / Spin and Move",2069,"Deduction, Murder/Mystery"
2110,31056,Micro Mutants: Evolution,2,4,30,30,30,2007,6.65034,5.993,868,10,"Dice Rolling, Player Elimination, Variable Player Powers",1466,"Action / Dexterity, Animals, Children's Game, Fighting"
2111,29410,Municipium,2,4,60,60,60,2008,6.72062,5.99285,729,10,"Area Control / Area Influence, Point to Point Movement, Set Collection",1005,Ancient
2112,131904,Heart of Crown,2,4,30,30,30,2011,7.7251,5.99278,367,12,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers",787,"Card Game, Fantasy"
2113,216428,Seikatsu,1,4,30,15,30,2017,7.33898,5.99253,413,10,"Hand Management, Pattern Building, Set Collection, Tile Placement",766,"Abstract Strategy, Puzzle"
2114,3128,Clippers,2,5,90,90,90,2002,6.62075,5.99253,904,10,Route/Network Building,1144,"Economic, Nautical"
2115,10081,Axis & Allies: D-Day,2,3,120,120,120,2004,6.41442,5.99221,1764,12,"Area Movement, Dice Rolling, Partnerships",3269,"Wargame, World War II"
2116,173634,The Red Dragon Inn 5,2,4,60,30,60,2015,7.63918,5.99219,401,13,"Betting/Wagering, Hand Management, Player Elimination, Variable Player Powers",1513,"Card Game, Fantasy, Humor, Medieval, Party Game"
2117,3263,Ukraine '43,2,4,360,360,360,2000,7.80138,5.99183,317,12,Hex-and-Counter,1245,"Wargame, World War II"
2118,172546,Parfum,2,4,45,45,45,2015,6.55058,5.99158,1062,8,"Card Drafting, Dice Rolling, Set Collection",2398,"Industry / Manufacturing, Renaissance"
2119,220517,The Shipwreck Arcana,2,5,30,10,30,2017,7.67519,5.99117,339,12,"Co-operative Play, Hand Management, Pattern Building",750,"Card Game, Deduction, Fantasy"
2120,73863,Grimoire,2,5,30,30,30,2010,6.45435,5.99116,1224,12,"Card Drafting, Set Collection, Simultaneous Action Selection",2059,"Card Game, Mythology"
2121,6366,Dungeons & Dragons: The Fantasy Adventure Board Game,2,5,60,60,60,2003,6.50941,5.99101,1457,10,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",3055,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
2122,139992,Kaosball: The Fantasy Sport of Total Domination,2,4,60,30,60,2014,6.91759,5.99046,617,14,"Area Control / Area Influence, Auction/Bidding, Hand Management, Partnerships, Variable Player Powers",1513,"Miniatures, Sports"
2123,2381,Scattergories,2,6,30,30,30,1988,6.13857,5.99017,6652,12,"Dice Rolling, Paper-and-Pencil",11653,"Party Game, Real-time, Word Game"
2124,10660,Micropul,1,2,30,30,30,2004,6.7972,5.99004,717,9,"Hand Management, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",1036,"Abstract Strategy, Print & Play"
2125,200847,Secrets,4,8,35,15,35,2017,6.61072,5.98994,898,10,"Card Drafting, Partnerships, Press Your Luck, Take That",1706,"Bluffing, Card Game, Deduction, Party Game, Spies/Secret Agents"
2126,173294,DC Comics Dice Masters: War of Light,2,2,60,60,60,2015,7.37435,5.98948,410,14,"Deck / Pool Building, Dice Rolling",1131,"Collectible Components, Comic Book / Strip, Dice"
2127,4090,2nd Fleet,1,2,240,240,240,1986,7.21897,5.98904,498,12,"Dice Rolling, Hex-and-Counter",1231,"Modern Warfare, Nautical, Wargame"
2128,154173,7 Ronin,2,2,30,15,30,2013,7.11077,5.98888,516,14,"Area Control / Area Influence, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",1022,Medieval
2129,6719,Liberty: The American Revolution 1775-83,2,2,180,180,180,2003,7.17284,5.98818,462,12,"Action Point Allowance System, Dice Rolling, Secret Unit Deployment",782,"Age of Reason, American Revolutionary War, Wargame"
2130,40214,Bombay,2,5,45,45,45,2009,6.36689,5.98805,1524,10,"Action Point Allowance System, Pick-up and Deliver, Point to Point Movement, Set Collection",1966,"Economic, Transportation"
2131,123160,Battle For Souls,1,4,60,60,60,2013,7.16897,5.98776,534,14,"Deck / Pool Building, Hand Management, Partnerships, Press Your Luck, Set Collection",1024,"Card Game, Religious"
2132,117914,Milestones,2,4,60,60,60,2012,6.59778,5.98761,883,10,"Route/Network Building, Tile Placement",1399,Territory Building
2133,124668,The Dwarves,2,5,90,60,90,2012,6.88602,5.9875,621,10,"Co-operative Play, Dice Rolling",1298,"Fantasy, Novel-based, Wargame"
2134,29687,Leaping Lemmings,2,6,60,60,60,2010,6.47389,5.98716,1121,10,"Dice Rolling, Hand Management, Hex-and-Counter, Press Your Luck, Take That",1367,"Animals, Humor, Racing"
2135,216658,Smash Up: What Were We Thinking?,2,2,45,45,0,2017,7.67135,5.98677,347,14,none,1773,Card Game
2136,135654,New Dawn,2,4,120,90,120,2014,6.99374,5.98597,551,12,"Area Control / Area Influence, Hand Management, Tile Placement, Variable Player Powers",1708,"Dice, Economic, Science Fiction, Space Exploration"
2137,130792,The Enchanted Tower,2,4,25,15,25,2012,6.8345,5.98545,665,5,"Dice Rolling, Roll / Spin and Move",1383,"Bluffing, Children's Game, Dice, Fantasy"
2138,29773,Cheeky Monkey,2,6,15,15,15,2007,6.60233,5.9854,877,7,"Press Your Luck, Set Collection",969,"Animals, Children's Game"
2139,193210,Dice Stars,1,4,25,15,25,2016,6.8034,5.98533,671,10,"Deck / Pool Building, Dice Rolling, Press Your Luck",1179,Dice
2140,84889,Cave Evil,2,4,180,180,180,2011,7.90178,5.98529,316,16,"Area Movement, Hand Management, Modular Board",606,"Adventure, Ancient, Exploration, Fantasy, Fighting, Horror"
2141,30662,Travel Carcassonne,2,5,45,30,45,2007,7.20977,5.98529,443,8,"Area Control / Area Influence, Tile Placement",1032,"City Building, Medieval"
2142,27739,Hearts and Minds: Vietnam 1965-1975,2,2,180,180,180,2010,7.57237,5.98501,338,12,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation",740,"Modern Warfare, Political, Vietnam War, Wargame"
2143,371,Mystery Rummy: Murders in the Rue Morgue,2,4,40,20,40,1999,6.72819,5.9848,738,8,"Hand Management, Partnerships, Set Collection",1522,"Card Game, Murder/Mystery"
2144,11265,Wellington,2,4,180,180,180,2005,6.90789,5.98479,591,12,"Campaign / Battle Card Driven, Point to Point Movement",1244,"Napoleonic, Wargame"
2145,160418,Wing Leader: Victories 1940-1942,2,2,120,120,120,2015,7.9951,5.98479,299,0,"Dice Rolling, Hex-and-Counter, Simulation",1041,"Aviation / Flight, Wargame, World War II"
2146,38194,Cheaty Mages!,3,6,30,30,30,2008,6.30986,5.98478,1754,12,"Betting/Wagering, Hand Management, Take That",3087,"Card Game, Fantasy"
2147,541,Das Motorsportspiel,2,12,120,120,120,1995,7.46007,5.98445,361,10,"Roll / Spin and Move, Simulation",451,"Racing, Real-time, Sports"
2148,1585,Burma,2,2,120,120,120,1999,7.88486,5.98432,299,12,"Dice Rolling, Hex-and-Counter",1141,"Wargame, World War II"
2149,30,Dark Tower,1,4,90,90,90,1981,6.69687,5.98416,1110,10,"Area Movement, Press Your Luck",1376,"Adventure, Electronic, Exploration, Fantasy, Fighting"
2150,60131,Ugg-Tect,4,8,45,45,45,2009,6.31181,5.98391,1636,8,"Acting, Partnerships, Pattern Building, Tile Placement",2489,"Humor, Party Game, Prehistoric, Real-time"
2151,87821,Kingdom of Solomon,2,4,60,60,60,2012,6.96193,5.9834,547,12,"Area Control / Area Influence, Area Enclosure, Commodity Speculation, Route/Network Building, Variable Phase Order, Worker Placement",877,"Ancient, City Building, Economic, Religious"
2152,34599,Toledo,2,4,60,45,60,2008,6.2916,5.98324,1801,10,"Hand Management, Point to Point Movement, Worker Placement",2510,"Industry / Manufacturing, Medieval"
2153,2247,Zero!,2,10,60,60,60,2001,6.97068,5.98301,568,12,"Campaign / Battle Card Driven, Hand Management",1201,"Aviation / Flight, Card Game, Wargame, World War II"
2154,181960,Portal of Heroes,2,5,45,45,45,2015,6.79349,5.98289,697,10,"Action Point Allowance System, Hand Management, Set Collection, Trading",1331,"Card Game, Fantasy"
2155,177197,Ekö,2,4,60,30,60,2015,7.07897,5.98223,536,8,"Grid Movement, Modular Board",947,"Abstract Strategy, Fantasy, Territory Building"
2156,68076,Conflict of Heroes: Guadalcanal – The Pacific 1942,2,4,60,60,60,2016,8.27023,5.9822,262,12,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board",1047,"Wargame, World War II"
2157,220775,Codenames: Disney Family Edition,2,8,15,0,15,2017,6.98352,5.98192,529,8,"Memory, Partnerships, Pattern Recognition, Press Your Luck",1725,"Card Game, Deduction, Movies / TV / Radio theme, Party Game, Word Game"
2158,146408,Sentinel Tactics: The Flame of Freedom,2,8,45,45,45,2014,6.84853,5.98086,661,13,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Variable Player Powers",1960,"Comic Book / Strip, Miniatures"
2159,29663,Star Fleet Battles: Captain's Edition Basic Set,1,6,180,180,180,1990,7.39834,5.98049,421,12,"Dice Rolling, Hex-and-Counter",1027,"Movies / TV / Radio theme, Science Fiction, Wargame"
2160,133956,Axis & Allies: WWI 1914,2,8,180,60,180,2013,7.26055,5.98027,564,12,"Area Movement, Dice Rolling, Partnerships",1210,"Economic, Wargame, World War I"
2161,190639,Zany Penguins,2,5,20,20,20,2016,6.74127,5.9801,720,7,"Area Control / Area Influence, Hand Management, Memory, Simultaneous Action Selection, Trading",1236,"Animals, Card Game"
2162,174155,Lignum,2,4,120,60,120,2015,7.33316,5.98005,395,12,"Action / Movement Programming, Area Control / Area Influence, Worker Placement",656,Economic
2163,38749,Catan Geographies: Germany,3,4,60,60,60,2008,6.90166,5.97994,596,10,"Dice Rolling, Hand Management, Memory, Route/Network Building, Trading",1082,Negotiation
2164,205498,Round House,2,5,90,60,90,2016,7.34111,5.97966,405,10,"Card Drafting, Set Collection, Worker Placement",711,"Economic, Medieval"
2165,154443,Madame Ching,2,4,45,45,45,2014,6.53229,5.97938,964,8,"Hand Management, Set Collection",1553,"Card Game, Nautical, Pirates"
2166,8829,Nobody is Perfect,3,10,45,45,45,1992,6.95139,5.97934,576,14,"Simultaneous Action Selection, Voting",937,"Bluffing, Humor, Party Game, Trivia, Word Game"
2167,12632,Goldbräu,3,4,60,60,60,2004,6.42361,5.97823,1224,10,"Area Control / Area Influence, Simultaneous Action Selection, Stock Holding",1679,Economic
2168,169274,Pixel Tactics Deluxe,2,4,45,45,45,2015,7.52431,5.97811,355,12,"Hand Management, Variable Player Powers",1618,"Card Game, Fantasy, Fighting, Video Game Theme"
2169,200934,Coldwater Crown,1,4,90,40,90,2017,7.56468,5.97756,348,13,"Set Collection, Worker Placement",673,Nautical
2170,127493,Bolt Action,2,6,120,120,120,2012,7.73761,5.97706,351,12,"Action Point Allowance System, Chit-Pull System, Dice Rolling, Variable Phase Order, Variable Player Powers",811,"Book, Miniatures, Wargame, World War II"
2171,35035,World at War: Blood and Bridges,2,2,90,90,90,2008,7.65721,5.97693,371,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter",830,"Modern Warfare, Wargame"
2172,13293,Vs. System,2,2,15,15,15,2004,6.77144,5.97675,759,10,Hand Management,1204,"Card Game, Collectible Components, Comic Book / Strip"
2173,2652,Wise and Otherwise,2,6,45,45,45,1997,6.65852,5.97649,865,12,"Paper-and-Pencil, Simultaneous Action Selection, Voting",1388,"Bluffing, Party Game"
2174,135116,Rent a Hero,3,5,30,20,30,2012,6.40714,5.97627,1252,8,"Hand Management, Set Collection, Take That",2693,"Bluffing, Card Game, Fantasy"
2175,19363,Havoc: The Hundred Years War,2,6,60,60,60,2005,6.69785,5.97615,746,10,"Card Drafting, Hand Management",852,"Bluffing, Card Game, Medieval"
2176,2689,British Rails,2,6,180,180,180,1984,6.89724,5.97613,629,12,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",1065,"Economic, Trains, Transportation"
2177,165662,Haru Ichiban,2,2,20,20,20,2014,6.80771,5.97597,659,8,"Grid Movement, Hand Management, Memory, Pattern Building, Simultaneous Action Selection",1286,"Abstract Strategy, Animals, Puzzle"
2178,30804,Song of Blades and Heroes,2,6,45,45,45,2007,7.80611,5.97571,324,12,"Action Point Allowance System, Dice Rolling, Press Your Luck, Variable Phase Order, Variable Player Powers",651,"Fantasy, Fighting, Miniatures, Print & Play, Wargame"
2179,205907,Runewars Miniatures Game,2,2,90,90,90,2017,7.99436,5.97564,360,14,"Action / Movement Programming, Action Point Allowance System, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",878,"Fantasy, Miniatures, Wargame"
2180,179071,The Great Dinosaur Rush,2,5,60,60,60,2016,7.19241,5.9755,446,10,"Set Collection, Stock Holding",920,none
2181,3141,The Bucket King,2,6,45,45,45,2002,6.33748,5.97537,1482,10,"Hand Management, Take That",1281,"Animals, Card Game"
2182,12346,Spooky Stairs,2,4,15,15,15,2003,6.45073,5.97505,1227,4,"Memory, Roll / Spin and Move",1996,"Children's Game, Fantasy, Memory"
2183,183572,Dungeons & Dragons Dice Masters: Faerûn Under Siege,2,2,60,60,60,2016,7.71041,5.97505,317,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",913,"Collectible Components, Dice, Fantasy, Fighting"
2184,104994,City Tycoon,2,5,120,60,120,2011,6.55414,5.97305,900,10,"Card Drafting, Pattern Building, Pick-up and Deliver, Tile Placement",1061,"City Building, Economic, Transportation"
2185,177965,Rush & Bash,2,6,30,30,30,2015,6.89729,5.97237,584,7,"Hand Management, Modular Board, Variable Player Powers",1092,"Fantasy, Humor, Racing"
2186,8817,Call of Cthulhu: Collectible Card Game,2,2,30,30,30,2004,6.89907,5.97233,644,12,"Card Drafting, Hand Management",975,"Card Game, Collectible Components, Horror, Novel-based"
2187,1038,Tantrix,1,4,30,30,30,1991,6.34419,5.97124,1618,8,"Pattern Building, Tile Placement",2690,"Abstract Strategy, Puzzle"
2188,187687,Pathfinder Adventure Card Game: Mummy's Mask – Base Set,1,4,120,120,120,2016,8.13517,5.97119,267,13,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Role Playing, Variable Player Powers",872,"Card Game, Fantasy, Fighting"
2189,7349,The Korean War,1,2,960,180,960,1986,7.5552,5.97106,359,15,"Hex-and-Counter, Simulation",1046,"Korean War, Modern Warfare, Wargame"
2190,173341,Loopin' Chewie,2,3,15,10,15,2015,6.38518,5.97096,1256,4,Player Elimination,2509,"Action / Dexterity, Aviation / Flight, Children's Game, Electronic, Movies / TV / Radio theme, Real-time, Space Exploration"
2191,222407,Lignum (second edition),2,4,120,90,120,2017,7.90509,5.9699,269,12,"Action / Movement Programming, Area Control / Area Influence, Worker Placement",748,"Economic, Environmental, Industry / Manufacturing, Transportation"
2192,142271,Anomia: Party Edition,3,6,30,30,30,2013,7.06556,5.96967,529,10,none,1206,"Card Game, Party Game, Word Game"
2193,1372,Rise of the Luftwaffe,2,8,20,20,20,1993,7.06907,5.96958,490,12,Campaign / Battle Card Driven,917,"Aviation / Flight, Card Game, Wargame, World War II"
2194,37208,Court of the Medici,2,2,25,25,25,2009,6.60032,5.96943,833,12,Hand Management,1347,"Card Game, Political, Renaissance"
2195,154634,Yardmaster,2,5,20,20,20,2014,6.41982,5.96942,1209,8,"Card Drafting, Hand Management, Set Collection",2386,"Card Game, Trains, Transportation"
2196,124839,Hoplomachus: The Lost Cities,1,3,60,60,60,2012,7.92584,5.96926,302,12,"Area Enclosure, Deck / Pool Building, Dice Rolling, Hand Management",730,"Dice, Fighting"
2197,182082,Carcassonne: Over Hill and Dale,2,5,35,35,35,2015,7.38219,5.96918,378,7,"Set Collection, Tile Placement",939,Farming
2198,9028,Tongiaki: Journey into the Unknown,2,6,45,45,45,2004,6.23695,5.96886,2220,10,"Area Control / Area Influence, Point to Point Movement, Take That, Tile Placement",2567,"Exploration, Nautical, Transportation"
2199,161547,Timeline: Americana,2,8,15,15,15,2014,6.73623,5.96874,693,8,none,1964,"Card Game, Educational, Party Game, Trivia"
2200,6795,Battleball,2,2,45,45,45,2003,6.27415,5.96873,1960,8,"Dice Rolling, Roll / Spin and Move",3574,"Miniatures, Science Fiction, Sports"
2201,20080,Aqua Romana,2,4,60,45,60,2005,6.34141,5.96862,1477,8,"Route/Network Building, Tile Placement",1924,"Abstract Strategy, Ancient"
2202,27172,Ponte del Diavolo,2,2,25,25,25,2007,6.55576,5.96848,924,10,Tile Placement,1277,"Abstract Strategy, Territory Building"
2203,75789,Mai-Star,3,6,30,30,30,2010,6.56849,5.9684,919,14,"Hand Management, Variable Player Powers",1500,Card Game
2204,160964,Star Wars: Empire vs. Rebellion,2,2,60,60,60,2014,6.39777,5.9683,1277,10,"Deck / Pool Building, Hand Management, Variable Player Powers",3117,"Bluffing, Card Game, Movies / TV / Radio theme, Science Fiction"
2205,267,Tycoon,2,4,90,90,90,1998,6.79626,5.96793,637,10,Area Control / Area Influence,968,Economic
2206,17804,Dungeons & Dragons Basic Game,2,5,90,90,90,2004,6.77505,5.9677,710,12,"Co-operative Play, Dice Rolling, Modular Board, Role Playing",1612,"Adventure, Exploration, Fantasy, Fighting"
2207,86955,Munchkin Zombies,3,6,90,90,90,2011,6.28953,5.96757,2485,10,"Dice Rolling, Hand Management, Variable Player Powers",6879,"Card Game, Fighting, Humor, Zombies"
2208,42898,Pocket Battles: Celts vs. Romans,2,2,30,30,30,2009,6.46907,5.96747,1166,8,"Area Movement, Dice Rolling",2629,"Ancient, Wargame"
2209,33643,Whoowasit?,2,4,45,30,45,2007,6.82903,5.96719,601,6,"Co-operative Play, Dice Rolling",1146,"Animals, Children's Game, Deduction, Electronic, Fantasy"
2210,141932,The Agents,2,5,40,20,40,2013,6.40032,5.96712,1357,8,Hand Management,2930,"Card Game, Spies/Secret Agents"
2211,18291,Unpublished Prototype,0,0,0,0,0,0,6.98141,5.96702,601,0,none,927,none
