rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
1,174430,Gloomhaven,1,4,120,60,120,2017,8.98893,8.61858,15376,12,"Action / Movement Programming, Co-operative Play, Grid Movement, Hand Management, Modular Board, Role Playing, Simultaneous Action Selection, Storytelling, Variable Player Powers",25928,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
2,161936,Pandemic Legacy: Season 1,2,4,60,60,60,2015,8.6614,8.50163,26063,13,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",41605,"Environmental, Medical"
3,182028,Through the Ages: A New Story of Civilization,2,4,240,180,240,2015,8.60673,8.30183,12352,14,"Action Point Allowance System, Auction/Bidding, Card Drafting",15848,"Card Game, Civilization, Economic"
4,167791,Terraforming Mars,1,5,120,120,120,2016,8.38461,8.19914,26004,12,"Card Drafting, Hand Management, Set Collection, Tile Placement, Variable Player Powers",33340,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building"
5,12333,Twilight Struggle,2,2,180,120,180,2005,8.33954,8.19787,31301,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection",42952,"Modern Warfare, Political, Wargame"
6,187645,Star Wars: Rebellion,2,4,240,180,240,2016,8.47439,8.16545,13336,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",20682,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
7,169786,Scythe,1,5,115,90,115,2016,8.29158,8.108,29219,14,"Area Control / Area Influence, Grid Movement, Simultaneous Action Selection, Variable Player Powers",38279,"Civilization, Economic, Fighting, Miniatures, Science Fiction, Territory Building"
8,120677,Terra Mystica,2,5,150,60,150,2012,8.23703,8.09296,29309,12,"Area Control / Area Influence, Route/Network Building, Variable Phase Order, Variable Player Powers",32637,"Civilization, Economic, Fantasy, Territory Building"
9,193738,Great Western Trail,2,4,150,75,150,2016,8.28574,8.04047,13521,12,"Deck / Pool Building, Hand Management, Point to Point Movement",16869,American West
10,180263,The 7th Continent,1,4,1000,5,1000,2017,8.67228,8.02458,6057,14,"Co-operative Play, Grid Movement, Hand Management, Modular Board, Storytelling, Variable Player Powers",12543,"Adventure, Card Game, Exploration, Horror, Science Fiction"
11,220308,Gaia Project,1,4,150,60,150,2017,8.68217,8.00732,4860,12,"Modular Board, Route/Network Building, Variable Player Powers",6243,"Civilization, Economic, Science Fiction, Territory Building"
12,84876,The Castles of Burgundy,2,4,90,30,90,2011,8.12383,8.00679,31613,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",43992,"Dice, Medieval, Territory Building"
13,173346,7 Wonders Duel,2,2,30,30,30,2015,8.14559,8.00627,32165,10,"Card Drafting, Set Collection",49800,"Ancient, Card Game, City Building, Civilization"
14,115746,War of the Ring (Second Edition),2,4,180,150,180,2012,8.37781,7.98727,8217,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",13216,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame"
15,102794,Caverna: The Cave Farmers,1,7,210,30,210,2013,8.1177,7.95343,21145,12,"Tile Placement, Worker Placement",26974,"Animals, Economic, Fantasy, Farming"
16,3076,Puerto Rico,2,5,150,90,150,2002,8.06034,7.94839,52849,12,Variable Phase Order,61011,"City Building, Economic, Farming"
17,31260,Agricola,1,5,150,30,150,2007,8.02172,7.92319,53481,12,"Area Enclosure, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",64468,"Animals, Economic, Farming"
18,96848,Mage Knight Board Game,1,4,240,60,240,2011,8.11816,7.91554,21524,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",31976,"Adventure, Exploration, Fantasy, Fighting"
19,183394,Viticulture Essential Edition,1,6,90,45,90,2015,8.17385,7.91061,12037,13,"Hand Management, Variable Phase Order, Worker Placement",16732,"Economic, Farming"
20,205637,Arkham Horror: The Card Game,1,2,120,60,120,2016,8.2564,7.90793,12047,14,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",22612,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based"
21,205059,Mansions of Madness: Second Edition,1,5,180,120,180,2016,8.20129,7.88669,12396,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers",19680,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle"
22,124361,Concordia,2,5,100,100,100,2013,8.07072,7.88377,15266,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",17797,"Ancient, Economic, Nautical"
23,170216,Blood Rage,2,4,90,60,90,2015,8.07481,7.88092,20998,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",26099,"Fantasy, Fighting, Miniatures, Mythology"
24,209010,Mechs vs. Minions,2,4,90,60,90,2016,8.21731,7.86875,9195,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14532,"Fantasy, Fighting, Miniatures, Video Game Theme"
25,164153,Star Wars: Imperial Assault,2,5,120,60,120,2014,8.13522,7.85376,14563,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",25367,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
26,164928,Orléans,2,4,90,90,90,2014,8.07954,7.8537,12709,12,"Deck / Pool Building, Point to Point Movement, Worker Placement",14851,"Medieval, Religious, Travel"
27,25613,Through the Ages: A Story of Civilization,2,4,240,240,240,2006,8.02876,7.85126,16329,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",16397,"Civilization, Economic"
28,175914,Food Chain Magnate,2,5,240,120,240,2015,8.22008,7.83662,7406,14,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection",9193,"Economic, Industry / Manufacturing"
29,2651,Power Grid,2,6,120,120,120,2004,7.91299,7.82722,46701,12,"Auction/Bidding, Route/Network Building",53847,"Economic, Industry / Manufacturing"
30,177736,A Feast for Odin,1,4,120,30,120,2016,8.18983,7.81928,8145,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",10846,"Economic, Industry / Manufacturing, Medieval, Puzzle"
31,233078,Twilight Imperium: Fourth Edition,3,6,480,240,480,2017,8.90337,7.8159,3053,14,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting",4877,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame"
32,72125,Eclipse,2,6,200,60,200,2011,7.97402,7.80979,22633,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",24441,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame"
33,221107,Pandemic Legacy: Season 2,2,4,60,60,60,2017,8.46509,7.80304,4181,14,"Co-operative Play, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers",9792,"Environmental, Exploration, Medical"
34,55690,Kingdom Death: Monster,1,6,180,60,180,2015,8.89537,7.79905,4739,17,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling",6872,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology"
35,28720,Brass: Lancashire,2,4,180,120,180,2007,8.01122,7.78889,11465,14,"Hand Management, Route/Network Building",12122,"Economic, Industry / Manufacturing, Transportation"
36,121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,120,60,120,2012,7.95554,7.78544,23131,14,"Action / Movement Programming, Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Tile Placement, Variable Player Powers, Worker Placement",35394,"Adventure, Exploration, Fighting, Novel-based"
37,35677,Le Havre,1,5,150,30,150,2008,7.91345,7.78218,21356,12,Worker Placement,23447,"City Building, Economic, Industry / Manufacturing, Nautical"
38,126163,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,7.93022,7.78148,21391,13,"Set Collection, Worker Placement",24528,"Ancient, Civilization, Economic, Farming, Mythology"
39,124742,Android: Netrunner,2,2,45,45,45,2012,7.92234,7.74019,22767,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",35645,"Bluffing, Card Game, Collectible Components, Science Fiction"
40,171623,The Voyages of Marco Polo,2,4,100,40,100,2015,7.96457,7.73909,12780,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",15116,"Dice, Economic, Medieval, Travel"
41,230802,Azul,2,4,45,30,45,2017,8.01887,7.73689,11182,8,"Pattern Building, Set Collection, Tile Placement",15712,Abstract Strategy
42,68448,7 Wonders,2,7,30,30,30,2010,7.80273,7.71364,61466,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",80301,"Ancient, Card Game, City Building, Civilization"
43,122515,Keyflower,2,6,120,90,120,2012,7.88728,7.70528,14261,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",17371,"City Building, Economic, Nautical, Renaissance, Territory Building"
44,178900,Codenames,2,8,15,15,15,2015,7.78988,7.69843,42207,14,"Memory, Partnerships, Press Your Luck",66565,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game"
45,162886,Spirit Island,1,4,120,90,120,2017,8.4231,7.69611,4015,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building"
46,18602,Caylus,2,5,150,60,150,2005,7.82987,7.68489,23494,12,Worker Placement,23855,"City Building, Economic, Medieval"
47,146021,Eldritch Horror,1,8,240,120,240,2013,7.9131,7.68286,20599,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",30839,"Adventure, Fantasy, Fighting, Horror, Novel-based"
48,146508,T.I.M.E Stories,2,4,240,90,240,2015,7.8835,7.67918,15847,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers",24194,"Adventure, Mature / Adult, Puzzle, Science Fiction"
49,28143,Race for the Galaxy,2,4,60,30,60,2007,7.76608,7.67254,37925,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",45477,"Card Game, Civilization, Economic, Science Fiction, Space Exploration"
50,12493,Twilight Imperium (Third Edition),3,6,240,180,240,2005,7.89524,7.67162,16559,14,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",18723,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame"
51,110327,Lords of Waterdeep,2,5,120,60,120,2012,7.78071,7.66562,34638,12,"Set Collection, Take That, Worker Placement",42406,"City Building, Fantasy"
52,157354,Five Tribes,2,4,80,40,80,2014,7.79888,7.6562,22271,13,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection",29058,"Animals, Arabian, Fantasy, Mythology"
53,62219,Dominant Species,2,6,240,120,240,2010,7.84068,7.65269,14262,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",14703,"Animals, Environmental, Prehistoric"
54,205896,Rising Sun,3,5,120,90,120,2018,8.19132,7.65202,5849,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers",10550,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame"
55,159675,Fields of Arle,1,2,120,60,120,2014,8.17292,7.65047,4795,13,Worker Placement,7787,"Economic, Farming, Industry / Manufacturing"
56,93,El Grande,2,5,120,60,120,1995,7.78817,7.6475,20030,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",19232,Renaissance
57,163412,Patchwork,2,2,30,15,30,2014,7.76056,7.64154,27460,8,"Tile Placement, Time Track",40272,"Abstract Strategy, Puzzle"
58,216132,Clans of Caledonia,1,4,120,30,120,2017,8.13711,7.6414,5325,12,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",7682,Economic
59,40834,Dominion: Intrigue,2,4,30,30,30,2009,7.76244,7.63396,25448,13,"Card Drafting, Deck / Pool Building, Hand Management",36342,"Card Game, Medieval"
60,132531,Roll for the Galaxy,2,5,45,45,45,2014,7.77702,7.62599,18671,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",23686,"Civilization, Dice, Economic, Science Fiction, Space Exploration"
61,201808,Clank!: A Deck-Building Adventure,2,4,60,30,60,2016,7.878,7.6243,11763,12,"Card Drafting, Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",15831,"Adventure, Fantasy"
62,37111,Battlestar Galactica: The Board Game,3,6,300,120,300,2008,7.75261,7.61095,28025,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",31125,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents"
63,103885,Star Wars: X-Wing Miniatures Game,2,2,45,30,45,2012,7.81743,7.60547,19398,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",32757,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
64,150376,Dead of Winter: A Crossroads Game,2,5,120,60,120,2014,7.74899,7.60396,28885,13,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Trading, Variable Player Powers, Voting",39714,"Bluffing, Deduction, Horror, Zombies"
65,172386,Mombasa,2,4,150,75,150,2015,7.94952,7.59817,7117,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,Economic
66,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,120,60,120,1981,7.8228,7.5938,11552,10,"Co-operative Play, Storytelling",22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents"
67,73439,Troyes,2,4,90,90,90,2010,7.76852,7.58059,13379,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",14444,"Dice, Economic, Medieval"
68,125153,The Gallerist,1,4,150,60,150,2015,8.02227,7.57857,5470,13,"Commodity Speculation, Set Collection, Worker Placement",7996,Economic
69,42,Tigris & Euphrates,2,4,90,90,90,1997,7.71566,7.57696,21889,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",24223,"Ancient, Civilization, Territory Building"
70,144733,Russian Railroads,2,4,120,90,120,2013,7.80207,7.57568,10778,12,Worker Placement,11582,"Industry / Manufacturing, Trains"
71,102680,Trajan,2,4,120,60,120,2011,7.79486,7.57118,11347,12,"Area Movement, Card Drafting, Hand Management, Set Collection",13359,"Ancient, Political"
72,36218,Dominion,2,4,30,30,30,2008,7.66473,7.56879,63084,13,"Card Drafting, Deck / Pool Building, Hand Management",81790,"Card Game, Medieval"
73,30549,Pandemic,2,4,45,45,45,2008,7.65466,7.5631,74266,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",107996,Medical
74,194655,Santorini,2,4,20,20,20,2016,7.80081,7.5476,11212,8,"Grid Movement, Tile Placement, Variable Player Powers",18561,"Abstract Strategy, Ancient, Mythology"
75,521,Crokinole,2,4,30,30,30,1876,7.79449,7.54374,8702,8,Partnerships,6419,Action / Dexterity
76,185343,Anachrony,1,4,120,30,120,2017,8.15566,7.54201,4242,15,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",6802,"Economic, Science Fiction"
77,127023,Kemet,2,5,120,90,120,2012,7.76112,7.53054,11422,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order",13593,"Ancient, Fighting, Miniatures, Mythology"
78,104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.75571,7.52729,17418,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",27719,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
79,34635,Stone Age,2,4,90,60,90,2008,7.61731,7.51835,34898,10,"Dice Rolling, Set Collection, Worker Placement",37220,"Dice, Prehistoric"
80,161970,Alchemists,2,4,120,120,120,2014,7.72844,7.51006,12653,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",16773,"Deduction, Fantasy"
81,155426,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.6656,7.50746,16727,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",21924,Post-Napoleonic
82,175155,Forbidden Stars,2,4,180,120,180,2015,8.01203,7.50592,5240,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9309,"Bluffing, Fighting, Miniatures, Science Fiction, Wargame"
83,9609,War of the Ring (First Edition),2,4,120,120,120,2004,7.78702,7.50523,9247,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",11785,"Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame"
84,103343,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,2011,7.69226,7.49945,21492,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",27874,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame"
85,155068,Arcadia Quest,2,4,60,60,60,2014,7.90236,7.49555,6778,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",11107,"Adventure, Fantasy, Fighting, Miniatures"
86,128882,The Resistance: Avalon,5,10,30,30,30,2012,7.66148,7.49366,19734,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting",27796,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents"
87,147020,Star Realms,2,2,20,20,20,2014,7.62809,7.49186,24384,12,"Card Drafting, Deck / Pool Building, Hand Management, Take That",36553,"Card Game, Fighting, Science Fiction"
88,146652,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,45,2014,7.81708,7.48886,8073,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers",11840,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction"
89,70149,Ora et Labora,1,4,180,60,180,2011,7.7502,7.48062,8350,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",10308,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building"
90,198928,Pandemic: Iberia,2,5,45,45,45,2016,8.05208,7.47722,4353,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",9057,Medical
91,148949,Istanbul,2,5,60,40,60,2014,7.62369,7.47122,16600,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",21279,Economic
92,14996,Ticket to Ride: Europe,2,5,60,30,60,2005,7.57594,7.46605,42152,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",55364,"Trains, Travel"
93,43111,Chaos in the Old World,3,4,120,60,120,2009,7.67797,7.46053,12463,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",13286,"Fantasy, Fighting, Horror, Mythology, Wargame"
94,123260,Suburbia,1,4,90,90,90,2012,7.59573,7.46009,17337,8,"Card Drafting, Set Collection, Tile Placement",20798,"City Building, Economic"
95,197376,Charterstone,1,6,75,45,75,2017,8.02188,7.45856,4710,14,"Card Drafting, Hand Management, Worker Placement",10994,"City Building, Economic, Medieval"
96,17133,Railways of the World,2,6,120,120,120,2005,7.69013,7.45667,9964,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",10456,"Trains, Transportation, Video Game Theme"
97,14105,Commands & Colors: Ancients,2,2,60,60,60,2006,7.78164,7.45336,7167,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",9131,"Ancient, Wargame"
98,126042,Nations,1,5,200,40,200,2013,7.69987,7.45154,9366,14,"Card Drafting, Variable Player Powers",10247,"Card Game, Civilization, Economic"
99,171131,Captain Sonar,2,8,60,45,60,2016,7.71093,7.43976,9062,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",12339,"Deduction, Fighting, Nautical, Real-time"
100,39463,Cosmic Encounter,3,5,120,60,120,2008,7.58087,7.42682,22001,12,"Hand Management, Partnerships, Take That, Variable Player Powers",26591,"Bluffing, Negotiation, Science Fiction, Space Exploration"
101,91,Paths of Glory,2,2,480,480,480,1999,8.00093,7.42618,3864,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",6925,"Wargame, World War I"
102,196340,Yokohama,2,4,90,90,90,2016,7.96173,7.42378,4146,12,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",6631,Economic
103,182874,Grand Austria Hotel,2,4,120,60,120,2015,7.79448,7.42103,6288,12,"Dice Rolling, Hand Management, Set Collection",8156,Economic
104,21050,Combat Commander: Europe,2,2,180,60,180,2006,7.90358,7.41796,4656,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",6697,"Wargame, World War II"
105,77423,The Lord of the Rings: The Card Game,1,2,60,60,60,2011,7.63221,7.41446,16799,13,"Co-operative Play, Hand Management, Variable Player Powers",25794,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based"
106,54043,Jaipur,2,2,30,30,30,2009,7.5322,7.41332,24085,12,"Card Drafting, Hand Management, Set Collection",33335,"Animals, Card Game"
107,9216,Goa,2,4,90,90,90,2004,7.62115,7.40462,10156,12,"Auction/Bidding, Hand Management, Press Your Luck",10076,"Economic, Farming, Nautical, Renaissance"
108,172287,Champions of Midgard,2,4,90,60,90,2015,7.78023,7.40129,6364,10,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",9778,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology"
109,43015,Hansa Teutonica,2,5,90,45,90,2009,7.63138,7.40116,9432,12,"Action Point Allowance System, Area Control / Area Influence, Route/Network Building",9256,Renaissance
110,176189,Zombicide: Black Plague,1,6,180,60,180,2015,7.82289,7.39962,7716,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14137,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies"
111,31627,Ticket to Ride: Nordic Countries,2,3,60,30,60,2007,7.65653,7.39728,9065,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",13026,"Trains, Transportation, Travel"
112,104006,Village,2,4,90,60,90,2011,7.554,7.39691,15820,12,"Set Collection, Worker Placement",19781,"Farming, Medieval"
113,27833,Steam,3,5,90,90,90,2009,7.64316,7.39632,8567,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",9296,"Economic, Trains, Transportation"
114,148228,Splendor,2,4,30,30,30,2014,7.50214,7.39608,38661,10,"Card Drafting, Set Collection",52382,"Card Game, Economic, Renaissance"
115,224037,Codenames Duet,2,4,30,15,30,2017,7.87523,7.39398,4493,11,"Co-operative Play, Partnerships, Press Your Luck",10141,"Deduction, Word Game"
116,146886,La Granja,1,4,120,90,120,2014,7.74404,7.39299,6063,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",8231,"Economic, Farming"
117,155821,Inis,2,4,90,60,90,2016,7.82001,7.39245,6127,14,"Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Modular Board, Tile Placement, Variable Phase Order",8794,"Ancient, Card Game, Miniatures, Mythology"
118,4098,Age of Steam,1,6,120,120,120,2002,7.69365,7.39197,7108,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",6586,"Economic, Trains, Transportation"
119,10630,Memoir '44,2,8,60,30,60,2004,7.54025,7.39114,21151,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",26753,"Miniatures, Wargame, World War II"
120,555,The Princes of Florence,2,5,100,75,100,2000,7.56666,7.38699,13706,12,"Auction/Bidding, Tile Placement",14532,"City Building, Renaissance"
121,128621,Viticulture,2,6,90,90,90,2013,7.69633,7.3864,7405,13,"Hand Management, Worker Placement",7159,"Economic, Farming"
122,215,Tichu,4,4,60,60,60,1991,7.59901,7.38235,11365,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",16778,Card Game
123,188,Go,2,2,180,30,180,-2200,7.65698,7.38075,12485,8,Area Enclosure,16795,Abstract Strategy
124,161533,Lisboa,1,4,120,60,120,2017,8.24022,7.37516,2595,12,"Area Control / Area Influence, Card Drafting, Hand Management, Tile Placement",5154,"City Building, Economic, Political"
125,129437,Legendary: A Marvel Deck Building Game,1,5,45,45,45,2012,7.6162,7.37192,15257,14,"Co-operative Play, Deck / Pool Building",23135,"Card Game, Comic Book / Strip"
126,9209,Ticket to Ride,2,5,60,30,60,2004,7.46234,7.36423,55115,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",70909,"Trains, Travel"
127,170042,Raiders of the North Sea,2,4,120,60,120,2015,7.81708,7.35754,4995,12,"Hand Management, Set Collection, Worker Placement",7998,"Medieval, Nautical"
128,31481,Galaxy Trucker,2,4,60,60,60,2007,7.45905,7.34999,23460,10,"Dice Rolling, Partnerships, Tile Placement",24256,"Humor, Real-time, Science Fiction, Space Exploration, Transportation"
129,20551,Shogun,3,5,150,150,150,2006,7.56439,7.34966,11359,12,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order",11400,"Economic, Medieval, Territory Building"
130,154203,Imperial Settlers,1,4,90,45,90,2014,7.51758,7.34655,15365,10,"Card Drafting, Hand Management, Take That, Variable Player Powers",20782,"Ancient, Card Game, City Building, Civilization"
131,54998,Cyclades,2,5,90,60,90,2009,7.53779,7.34329,14015,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order",15087,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical"
132,7854,YINSH,2,2,60,30,60,2003,7.69679,7.34059,6002,9,"Grid Movement, Pattern Building",7443,Abstract Strategy
133,200680,Agricola (Revised Edition),1,4,120,30,120,2016,8.22774,7.34054,2638,12,"Area Enclosure, Card Drafting, Hand Management, Worker Placement",4461,"Animals, Economic, Farming"
134,146439,BattleLore (Second Edition),2,2,90,45,90,2013,7.86711,7.33793,4371,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",7475,"Fantasy, Miniatures, Wargame"
135,12,Ra,2,5,60,45,60,1999,7.47009,7.33445,16538,12,"Auction/Bidding, Press Your Luck, Set Collection",15679,"Ancient, Mythology"
136,140620,Lewis & Clark,1,5,120,120,120,2013,7.54572,7.33157,10114,14,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement",12368,"American West, Racing"
